id,review_file1,category_file1,prediction_file1,review_file2,category_file2,prediction_file2,résultat
64,possible areas improved signposting ? hello ! love game game far the closest i seen rough edge far electrify status stinger visually very similar visual effect asteroid spawner enemies also electric crackly thing periodically well once i made mistake hitting one i thought electrified i wised found distinguish visuals close enough may want take look or really,feature,feedback,possible areas improved signposting ? hello ! love game game far the closest i seen rough edge far electrify status stinger visually very similar visual effect asteroid spawner enemies also electric crackly thing periodically well once i made mistake hitting one i thought electrified i wised found distinguish visuals close enough may want take look or really,feature,feature,"[64] Différent : fichier1 = feedback, fichier2 = feature"
65,accessibility options i would like thank devs including accessibility options punish player activating as someone tends play faster i think i love idea able replay turn i forgot properly read card enemy effect without completely different hand,feature,feedback,accessibility options i would like thank devs including accessibility options punish player activating as someone tends play faster i think i love idea able replay turn i forgot properly read card enemy effect without completely different hand,feature,feature,"[65] Différent : fichier1 = feedback, fichier2 = feature"
66,please release feature pinning cards artifacts run history i love game goldfish brain wants see details cards core build i i make template easier share build,feature,feature,please release feature pinning cards artifacts run history i love game goldfish brain wants see details cards core build i i make template easier share build,feature,feature,[66] Identique : feature
67,request turkish language support your game hello i came across game steam really caught attention the screenshots videos look amazing i would love play released however since english strong i might difficulty fully experiencing game that i believe adding turkish language support would great addition there large gaming community turkey many players prefer experience games native language if consider adding turkish localization i sure would great news many players thank advance considering request i eagerly looking forward game release ! best regards,feature,feedback,request turkish language support your game hello i came across game steam really caught attention the screenshots videos look amazing i would love play released however since english strong i might difficulty fully experiencing game that i believe adding turkish language support would great addition there large gaming community turkey many players prefer experience games native language if consider adding turkish localization i sure would great news many players thank advance considering request i eagerly looking forward game release ! best regards,feature,feature,"[67] Différent : fichier1 = feedback, fichier2 = feature"
68,add ranged options it great game adding ranged options would nice different playstyles otherwise feels like got speedy daggers heavy things average sword shield combo even different versions weapons class really feel different,feature,feedback,add ranged options it great game adding ranged options would nice different playstyles otherwise feels like got speedy daggers heavy things average sword shield combo even different versions weapons class really feel different,feature,feature,"[68] Différent : fichier1 = feedback, fichier2 = feature"
69,make coop godman ! worst hades solo attitude ! make difference making game coop !,feature,feature,make coop godman ! worst hades solo attitude ! make difference making game coop !,feature,feature,[69] Identique : feature
7,control problem play squad battles normal move players shoot good play rivals cant control players dont follow direction thing somedy found solution ?,bug,bug,control problem play squad battles normal move players shoot good play rivals cant control players dont follow direction thing somedy found solution ?,bug,feature,"[7] Différent : fichier1 = bug, fichier2 = feature"
70,suggestions wish list didn see actual suggestions thread i thought i start one people already mentioned multiple floors monsters traps etc i bother repeating all good ideas way what i like see investigator trait called unstable when deplete sanity instead count make go jack torrance guys have try killing investigators ax something maybe cop investigator could automatically shoot insane one room just thought this game lots potential i really like see expand premise keep good work guys eagerly awaiting full game,feature,bug,suggestions wish list didn see actual suggestions thread i thought i start one people already mentioned multiple floors monsters traps etc i bother repeating all good ideas way what i like see investigator trait called unstable when deplete sanity instead count make go jack torrance guys have try killing investigators ax something maybe cop investigator could automatically shoot insane one room just thought this game lots potential i really like see expand premise keep good work guys eagerly awaiting full game,feature,bug,[70] Identique : bug
71,suggestions game loving demo far ideas suggestions room building- needs work masons running heart fine mechanic prevented disconnecting heart make layout forces build wings normal people explore masons leads weird situation taking 4 turns masons reach heart normal people lost rooms dont try move one starting rooms id like see way move rooms around allowing build complex paths size 1 rooms- love hate lose conditions masons reach heart rooms go means turns kill easy chain size 1 rooms one another end hall 12 turns reach heart think need price increase 2 demo stands room building changes 4x4 rooms need buff- building previous 2 points reason build 4x4 rooms buff cards play worth compared turns kill things building size 1 rooms propose making room type guest room kitchen living room innate 4x4 bonus making rooms size size 1 rooms something like entering kitchen people slip fall taking damage decide make snack delay turn something thats impactful enough make want build 4x4 strong enough kill delay people player anything secondary loss condition- stands dont feel need care normal people masons arnt threat moment id like see normal people become threat adding second loss condition heart health think also needs sanity bar every time people investigation lose 1 sanity way lose would make game challenging make normal people threat card effects- id like see cards sound visual effects powerful cards distinct played im saying every card needs effects make stand clearer tutorial- tutorial right tell information need didnt know tell room people going enter didnt know kill insane person became crazy essence happened mouse read little text bar thats huge piece info thats missing tutorial card balance- general balance pass game progresses ive tried every card worth even using picking feel one comes mind pinpricks isnt useful feel times ive tried feel like would better anything else thoughts feeling ive far demo really like game looking forward full release,feature,feature,suggestions game loving demo far ideas suggestions room building- needs work masons running heart fine mechanic prevented disconnecting heart make layout forces build wings normal people explore masons leads weird situation taking 4 turns masons reach heart normal people lost rooms dont try move one starting rooms id like see way move rooms around allowing build complex paths size 1 rooms- love hate lose conditions masons reach heart rooms go means turns kill easy chain size 1 rooms one another end hall 12 turns reach heart think need price increase 2 demo stands room building changes 4x4 rooms need buff- building previous 2 points reason build 4x4 rooms buff cards play worth compared turns kill things building size 1 rooms propose making room type guest room kitchen living room innate 4x4 bonus making rooms size size 1 rooms something like entering kitchen people slip fall taking damage decide make snack delay turn something thats impactful enough make want build 4x4 strong enough kill delay people player anything secondary loss condition- stands dont feel need care normal people masons arnt threat moment id like see normal people become threat adding second loss condition heart health think also needs sanity bar every time people investigation lose 1 sanity way lose would make game challenging make normal people threat card effects- id like see cards sound visual effects powerful cards distinct played im saying every card needs effects make stand clearer tutorial- tutorial right tell information need didnt know tell room people going enter didnt know kill insane person became crazy essence happened mouse read little text bar thats huge piece info thats missing tutorial card balance- general balance pass game progresses ive tried every card worth even using picking feel one comes mind pinpricks isnt useful feel times ive tried feel like would better anything else thoughts feeling ive far demo really like game looking forward full release,feature,feature,[71] Identique : feature
72,location add hi add french pls buy day one,feature,feature,location add hi add french pls buy day one,feature,feature,[72] Identique : feature
73,the game needs set choices house players could select one two things make play unique the player could given x points spend maybe get say one greater effect one minor effect they could themed like vampire bats mix matched here ideas sarcophagus when room investigated gain 2 tension mummy curses everyone room randomly loose 1 health 1 sanity gain 1 tension every character room immediately flees adjacent room room full junk investigators masons search room 3 turns masons chance find relic 2pts damage heart broom closets every room size 3 largers closst full items either 1 dmg 2 sanity reverse one rooms occupants investigated hey ! who puts 50 bowling balls closet buried pile damp carpets wasps ironing boards ! i like potential animations poltergeists one rooms house poltergeist ! an stone masons passing room spend getting rid leave assuming source haunting but may return later night insane vagrants they wander house muttering giberish costing 1 sanity anyone room if investigator dies becomes incapacitated drag outside bury bats once disturbed fly around pestering investigators making everything take 1 turn etc,feature,feedback,the game needs set choices house players could select one two things make play unique the player could given x points spend maybe get say one greater effect one minor effect they could themed like vampire bats mix matched here ideas sarcophagus when room investigated gain 2 tension mummy curses everyone room randomly loose 1 health 1 sanity gain 1 tension every character room immediately flees adjacent room room full junk investigators masons search room 3 turns masons chance find relic 2pts damage heart broom closets every room size 3 largers closst full items either 1 dmg 2 sanity reverse one rooms occupants investigated hey ! who puts 50 bowling balls closet buried pile damp carpets wasps ironing boards ! i like potential animations poltergeists one rooms house poltergeist ! an stone masons passing room spend getting rid leave assuming source haunting but may return later night insane vagrants they wander house muttering giberish costing 1 sanity anyone room if investigator dies becomes incapacitated drag outside bury bats once disturbed fly around pestering investigators making everything take 1 turn etc,feature,bug,"[73] Différent : fichier1 = feedback, fichier2 = bug"
74,small suggestions first like say think game improved lot since demo it good even better one improvement i really like doors opened highlighted take away little guessing awww ! moments progress general gameplay standpoint nice a small suggestions though - - when run heart health zoom-to-heart death animation heart explodes rots greys etc would great instead panning simply moving right died screen a human walked room barely even knew heart top corner screen saw feet - when new cards unlocked specifically room cards mousing unlock screen show summary room actually weapon room ? that cool guess wait next game see actually - as people mentioned mouse control slightly it little slower default hardware cursor speed seems minor acceleration enabled not horrible still little awkward - i sure considered may challenging implement able tilt turn camera would great it degrees angle would normally choose probably lot work switch static viewpoint aside really like direction game going well done devs fun game playing sure,feature,feedback,small suggestions first like say think game improved lot since demo it good even better one improvement i really like doors opened highlighted take away little guessing awww ! moments progress general gameplay standpoint nice a small suggestions though - - when run heart health zoom-to-heart death animation heart explodes rots greys etc would great instead panning simply moving right died screen a human walked room barely even knew heart top corner screen saw feet - when new cards unlocked specifically room cards mousing unlock screen show summary room actually weapon room ? that cool guess wait next game see actually - as people mentioned mouse control slightly it little slower default hardware cursor speed seems minor acceleration enabled not horrible still little awkward - i sure considered may challenging implement able tilt turn camera would great it degrees angle would normally choose probably lot work switch static viewpoint aside really like direction game going well done devs fun game playing sure,feature,feedback,[74] Identique : feedback
75,please add info game last saved i idea game saved i want exit,feature,feature,please add info game last saved i idea game saved i want exit,feature,feature,[75] Identique : feature
8,player international duty never return anyone problem player international duty never return,bug,bug,player international duty never return anyone problem player international duty never return,bug,feature,"[8] Différent : fichier1 = bug, fichier2 = feature"
9,report fifa 25 performance issues amd gpus - important fifa 25 experiencing severe performance issues amd gpus particularly radeon rx 7900 xt using driver versions 25 24 12 the game exhibits soft freezes hard locks leading unplayable conditions additionally alarming increase power consumption gpu drawing 400 watts despite overclocking applied this raises serious concerns regarding hardware safety stability technical findings soft freezes hard locks during gameplay fifa 25 encounters random soft freezes game temporarily becomes unresponsive resuming in severe cases hard locks occur requiring full system restart excessive power draw the rx 7900 xt observed pulling 400w gameplay far beyond expected power consumption default conditions this behavior noted despite lack manual overclocking the power draw appears exceed safe operational limits gpu introducing risk hardware damage driver system tests a full driver reinstallation performed including clean installation version 25 24 12 a fresh installation windows conducted rule software conflicts despite efforts issue persisted indicating fundamental incompatibility fifa 25 amd latest drivers potential causes the game may improperly managing gpu power limits causing excessive power draw instability amd latest drivers versions 25 24 12 may contain compatibility issues fifa 25 leading hard locks freezes fifa 25 optimization amd hardware may insufficient causing abnormal system behavior recommendation strongly advise playing fifa 25 amd gpu fix confirmed the risk potential hardware damage due excessive power draw high users experiencing similar issues report problem amd ea sports push urgent resolution if necessary consider reverting older driver version playing alternative hardware stable solution found conclusion fifa 25 currently presents significant risk amd gpu users particularly rx 7900 xt until amd ea address issue highly recommended avoid playing fifa 25 amd graphics cards prevent potential damage frustration,bug,bug,report fifa 25 performance issues amd gpus - important fifa 25 experiencing severe performance issues amd gpus particularly radeon rx 7900 xt using driver versions 25 24 12 the game exhibits soft freezes hard locks leading unplayable conditions additionally alarming increase power consumption gpu drawing 400 watts despite overclocking applied this raises serious concerns regarding hardware safety stability technical findings soft freezes hard locks during gameplay fifa 25 encounters random soft freezes game temporarily becomes unresponsive resuming in severe cases hard locks occur requiring full system restart excessive power draw the rx 7900 xt observed pulling 400w gameplay far beyond expected power consumption default conditions this behavior noted despite lack manual overclocking the power draw appears exceed safe operational limits gpu introducing risk hardware damage driver system tests a full driver reinstallation performed including clean installation version 25 24 12 a fresh installation windows conducted rule software conflicts despite efforts issue persisted indicating fundamental incompatibility fifa 25 amd latest drivers potential causes the game may improperly managing gpu power limits causing excessive power draw instability amd latest drivers versions 25 24 12 may contain compatibility issues fifa 25 leading hard locks freezes fifa 25 optimization amd hardware may insufficient causing abnormal system behavior recommendation strongly advise playing fifa 25 amd gpu fix confirmed the risk potential hardware damage due excessive power draw high users experiencing similar issues report problem amd ea sports push urgent resolution if necessary consider reverting older driver version playing alternative hardware stable solution found conclusion fifa 25 currently presents significant risk amd gpu users particularly rx 7900 xt until amd ea address issue highly recommended avoid playing fifa 25 amd graphics cards prevent potential damage frustration,bug,bug,[9] Identique : bug
